,Papallacta_BAU-superficial,Mica_BAU-superficial,Orientales_BAU-superficial,Occidentales_BAU-superficial,Bellavista_BAU-superficial,Puengasi_BAU-superficial,El Placer_BAU-superficial,El Troje_BAU-superficial,Paluguillo_BAU-superficial,Norte_BAU-superficial,Centro_BAU-superficial,Sur_BAU-superficial,Parroquias Norte_BAU-superficial,Parroquias Sur_BAU-superficial,Parroquiales Orientales_BAU-superficial,Papallacta_BASE-superficial,Mica_BASE-superficial,Orientales_BASE-superficial,Occidentales_BASE-superficial,Bellavista_BASE-superficial,Puengasi_BASE-superficial,El Placer_BASE-superficial,El Troje_BASE-superficial,Paluguillo_BASE-superficial,Norte_BASE-superficial,Centro_BASE-superficial,Sur_BASE-superficial,Parroquias Norte_BASE-superficial,Parroquias Sur_BASE-superficial,Parroquiales Orientales_BASE-superficial
2076-07-31,14125637.650743207,3310616.4370354256,6671933.734678112,1567506.774268897,11971135.743250174,6148873.409004943,1398934.259693409,2872551.66625859,2538377.085838554,7074941.224260853,6669207.748877326,2856480.447984407,1114512.737696591,2786465.501512914,3889909.0541817695,14212143.865146143,3124734.856284692,6799742.82844501,1767262.0663173192,12091701.378513176,6158590.868495813,1505878.0350070698,2808157.0155568,2553922.252566762,7146195.514701287,6767775.5703376,2837608.122988362,1125737.3983395768,2777227.6379954205,3919349.5467243395
2076-08-31,11295638.469437536,2556244.471521727,5100486.98126431,1211354.13125933,9562315.482709782,4711626.030667904,1077387.2362020316,2210218.1235677116,2029826.2329579256,5651328.45028148,5114910.667826513,2221849.707455591,890251.5714402805,2177953.8683751337,3109341.4614594094,11331064.808664033,2650410.3869306426,5684687.595575025,1574666.325065618,9681644.618402446,5165184.689008189,1312091.435470645,2374364.9039009064,2036192.3461169268,5721851.969475845,5717388.852672993,2367718.37721699,901361.1139732676,2289133.473975241,3129715.6478498685
2076-09-30,12327069.775214098,2797031.644839173,6125040.622838335,1405132.540958581,10456139.945126247,5539854.418073066,1256554.501945645,2507405.580025976,2215174.4386059735,6179578.707569611,6005439.9959917925,2498640.2540866667,973466.6288912534,2448894.736492843,3395720.041468935,12564665.919031488,3001663.913101362,6853757.832051676,1784584.6563467574,10745238.874116084,6143401.214673951,1513653.8929844864,2752927.678619651,2257870.4656499582,6350436.174602606,6760740.742243169,2711592.7112223012,1000381.7391802077,2619534.4217805294,3471581.6336044674
2076-10-31,10071009.156385347,2307512.701399777,5135323.614624969,1627183.895182223,8661575.60527313,4628412.889789344,1290524.6610080327,2113349.886839954,1809760.3454024468,5118991.182716418,5219710.053315052,2127072.144597241,806392.6888509283,2044859.508253644,2788405.467094533,10385166.11139993,2698425.6755753625,5905995.293765715,1898521.1958335286,8986580.211901434,5342353.205407398,1500401.1707925305,2455830.903964326,1866214.3502185673,5311068.905233747,6033945.5377620915,2398636.4605661505,836650.6177280236,2263096.4563307953,2881904.8713024626
2076-11-30,8774477.541743949,1828442.8699068162,4602869.601159604,1416798.3042018686,7546268.515070028,4044557.3573238654,1124968.66252025,1765269.7882736719,1576773.6142513878,4459844.692406386,4558943.703881411,1804242.5041628284,702557.5987530197,1756241.1209700915,2429402.2474098997,9259499.236153372,2396895.3165795626,5418617.319732938,1686718.6195750174,8011013.000686539,4867307.256128562,1344141.8868337735,2207922.8852013443,1663932.0127367608,4734508.683405745,5478203.558509043,2151206.852710223,745825.3103639167,2033617.4779862366,2569352.18255794
2076-12-31,7955118.710954173,1710090.1405042564,4579739.769922812,1507439.8010235745,6897000.621665685,3976910.2233590614,1166858.9780028241,1705716.564890609,1429534.8323584648,4076127.3674044195,4533716.564560358,1727401.8906086825,642110.7578770751,1663170.5325058762,2209132.3705187705,8554551.227211552,2356929.576241806,5469519.616208948,1764242.0878346825,7452290.71001767,4885944.580152445,1387020.6239098778,2200048.263710258,1537252.855529916,4404303.809620443,5530893.722304448,2114001.6852109795,693808.265102645,1975721.2692570547,2379825.9651395204
2077-01-31,10099798.145403733,2242932.2313566776,4828428.793946805,2204668.9348909347,8828684.729736919,4383596.065216538,1574689.1254045207,2071958.3429451832,1814933.7267290512,5217752.675274518,5239830.934566955,2150237.4530908107,821950.5483385071,2024845.88525815,2813301.716628338,10802922.55965142,2780004.878069545,5550579.179105095,2220725.652938049,9409166.531413304,5126616.304680898,1651693.2365278178,2466304.3212384433,1941285.1839693603,5560817.420065262,5968367.171903545,2454604.8192834263,875993.4040745787,2289826.4032413675,3005096.7138480693
2077-02-28,8498338.034958512,1987024.0237432106,5368039.353709667,2286621.3358657593,7536012.756825124,4653894.7176885605,1643026.8128215359,2025862.1582525915,1527151.3448820445,4453783.539283648,5538753.576959461,2041981.1389432487,701602.787660419,1902186.0016311225,2379964.8786083898,9148504.984201662,2535846.3722777427,5977872.407691278,2329057.370976231,8079629.993234537,5322656.258416289,1727211.5157537467,2410957.6785103153,1643986.3456610388,4775061.326001611,6206982.380260138,2338848.8437873907,752213.5523701353,2153333.0437105307,2558129.538274418
2077-03-31,10394283.558239885,2715105.6204876923,8018299.918849642,3798919.811882371,9466304.66265365,6841927.179148687,2647671.54219751,2919397.3638721677,1867852.7554157071,5594586.055628306,8337945.673068443,2885965.4063592623,881312.9640930548,2611814.168638994,2940536.146826962,10986494.52564615,3005226.900960431,8033814.193272606,3427039.7887658533,9859446.249085594,6978655.589113444,2462808.353104777,3048776.4166805535,1974273.066258613,5826932.733209584,8304721.324098515,2971093.5123195485,917914.4457898686,2709493.597595828,3090689.2974997717
2077-04-30,9878673.90096281,2424793.576918934,6571323.581805993,3949080.841932338,9080871.320619592,5693788.126140293,2621727.090402104,2554956.4863919476,1775197.7000030167,5366794.9504861785,7290391.931376705,2621066.272445958,845429.119949684,2339663.5805588346,2804675.205114601,10346693.78850136,2651107.416279645,6513977.822725377,3479495.543105855,9347908.87965407,5751380.396712705,2377678.048813483,2632889.219079555,1859300.8737936944,5524614.147875555,7136721.646450863,2656402.858341564,870290.3166957938,2399290.120844723,2918149.024856202
2077-05-31,11286755.02216363,2823193.2329351665,7207098.45826082,4127449.0315065444,10279681.527001338,6315669.327238665,2773759.629060779,2874280.363684847,2028229.8774828045,6075291.782457789,7973763.945180609,2929172.7281062324,957038.3501638245,2630288.991847915,3193085.1055105007,11758431.24456573,2960696.597689366,7150951.391577133,3675276.496160787,10554043.986715397,6335609.133247584,2535475.121130851,2906896.8049584054,2112990.094648462,6237439.9961488005,7791300.0389538715,2936541.211043473,982581.4951632034,2671412.0498852287,3308068.304990371
2077-06-30,12016321.118896248,3181263.5915971138,6335480.3059576955,3819598.2878250387,10801351.859907556,5855094.60311646,2567963.5405741725,2907611.025799849,2159332.9050656557,6383598.949205366,7389314.874276837,2958199.803440803,1005605.8581573934,2652436.9976448976,3382504.519995306,12377000.249671396,3120559.4831009307,6366714.588761337,3589746.6084729326,11039954.5369111,5850846.392884138,2445485.307301809,2864696.4575914256,2224146.9448659495,6524613.13131446,7282576.568189858,2930095.8144558943,1027819.7673864234,2661399.94580186,3473854.180764974
2077-07-31,13254451.07757911,3166105.7298255246,7186416.036473741,2930188.546939805,11595476.292421654,6449709.763648064,2150301.019416528,2969157.207515745,2381824.858640966,6852926.488821197,7569498.709662771,2995207.720218973,1079538.842824456,2809639.3769450844,3693121.3463103618,13496550.891258104,3054932.1559144403,7293920.338546995,3073529.529950403,11829594.163935194,6477467.808772362,2228959.134814383,2937051.5782543696,2425330.195159081,6991290.150885699,7660409.893168715,3001049.3910173997,1101335.2166623662,2824864.6606516894,3763232.096727974
2077-08-31,12243250.602648558,3103683.010021657,6598545.790582943,2273708.718376439,10603257.785628097,6007319.185891239,1760929.8654194865,2800997.0944763315,2200112.133295946,6266525.351306207,6847000.512560309,2766506.8181700544,987163.2998419758,2609234.924231054,3398576.3106348515,12377601.458829608,3098583.390286333,6975547.18650623,2733145.075470997,10827581.987348936,6271459.986955777,2029237.1106560337,2887748.7064261176,2224254.98215168,6399100.954523222,7308496.143852687,2874110.3842733675,1008047.883022186,2686667.2989431242,3448708.0644525765
2077-09-30,10684395.816130593,2709093.8412320507,6199468.857755,1740930.8053892788,9192757.43478471,5554316.928178001,1436208.489529726,2495661.957715448,1919985.9281586676,5432919.643957763,6169359.979083961,2429638.328511663,855845.7171784565,2317531.9523097062,2958669.1853876803,10831908.271044489,2836754.723786017,6691225.4238253245,2356586.058555652,9466693.226980457,5957083.93469383,1800266.372671372,2680566.198546648,1946493.916306695,5594815.697145449,6835182.673485756,2616942.014788218,881349.1394318806,2446980.963166554,3016997.963163193
2077-10-31,10357121.268744338,2266704.953785095,6057664.595709956,2167632.3426909484,9030460.365402183,5262356.634334923,1635872.6045710924,2270601.3220845493,1861174.6919933578,5337002.07595269,6076340.341256822,2300438.6772640166,840735.8600189434,2195711.8782959124,2882225.185656266,10598966.59589117,2611222.0800128286,6643580.265737183,2637539.706718856,9345521.329090808,5825654.229428882,1937340.060919816,2573969.118312989,1904634.2972816431,5523203.105492667,6832973.809774868,2558503.879465195,870068.0357383542,2385405.7752735927,2961915.63269747
2077-11-30,9609147.416113224,2063607.453718167,6651062.934877765,2047638.5403241178,8387378.143741776,5593549.794677966,1602570.578427292,2246655.727389016,1726763.7906755463,4956940.482951388,6344237.957733436,2236803.1528516784,780864.9051823593,2152515.289192534,2675155.636690326,10040602.612624347,2578435.248363292,7237561.603839589,2555215.3149180124,8867261.087847825,6231088.953278158,1930911.611461898,2642250.251913663,1804296.289488595,5240551.302918066,7189786.08029243,2569226.9549641786,825542.0072786326,2397942.885691765,2807552.0478411745
2077-12-31,10188030.17329561,2207173.097471121,6528290.358425422,2501305.2856208505,8974740.302561851,5569046.675981292,1841289.7516994781,2334463.85779077,1830789.022141221,5304071.518814054,6522990.336625099,2365726.730692562,835548.3221685085,2240601.8981726556,2846074.314789229,10747669.85226823,2735768.9383073426,7122700.361801726,2856173.394289949,9521773.600355774,6218143.640369153,2089593.5476506283,2728020.9254862852,1931356.2724526003,5627368.1978102615,7311592.905106153,2690542.0178344296,886477.1221931224,2493224.306955554,3008837.7710244944
2078-01-31,11208891.95999459,2536913.1951717,6585226.4124765955,2486270.4849701617,9808008.73351465,5752214.330521646,1850228.1905050168,2515547.994653887,2014237.8852110275,5796533.161507158,6694145.077007505,2540389.411387744,913125.6130902139,2405370.5953515437,3123407.191474448,11782177.985753039,2938792.4606804135,7194464.828050454,2759002.5647706445,10345819.867864419,6356855.932722605,2050792.0536462534,2839110.90313125,2117257.3840398206,6114379.541907871,7402905.81138405,2812930.7483833344,963195.8296981775,2628588.545021842,3287456.982360574
2078-02-28,8834938.447579373,1999149.2778524656,5561796.219785134,2768605.1926838662,7931764.423552268,4796040.241227241,1912088.8581623188,2095091.586769226,1587638.4390300133,4687672.77431939,5891893.036797845,2150018.163626868,738447.2678327161,1979699.6088027088,2485795.0611658283,9332757.680587472,2516716.803798887,6295454.473866388,2939090.792093467,8382292.084148895,5538735.3202334205,2071076.004314491,2491557.4945927667,1677096.5552015689,4953934.621731997,6689045.516722868,2458046.7457089266,780391.3930342621,2232158.4858742086,2626289.251494668
2078-03-31,8140141.623642519,1675480.6035276814,4805951.628833432,2504542.7280013156,7296480.9851328265,4121725.667400069,1709736.2709171313,1790743.3617744767,1462783.4497685605,4312220.262213501,5119383.04696107,1883017.0629161294,679302.3797158663,1746807.905851806,2288938.2672724035,8667974.220698606,2227781.485745631,5543605.427119233,2600988.470974386,7753217.6985879205,4882300.50833047,1831053.3672756464,2200998.846223796,1557634.9674595392,4582151.65986546,5900847.629337623,2195258.973689535,721824.5677385353,2006349.7271718662,2435411.4822425386
2078-04-30,8407972.223459203,2129408.0494468124,6023980.67587682,2576650.2482878743,7533994.012713736,5179040.736942166,1845406.9535805003,2221339.6582036032,1510912.6085556187,4452590.461513818,6178019.538868543,2195447.9917733837,701414.8425836489,2018530.1556425684,2363945.6698451582,8997636.466847366,2576333.623715746,6632408.798241489,2599476.1867910777,8023131.971585738,5802637.441838388,1914999.35300144,2551294.9839123553,1616875.2730924718,4741670.995207171,6793633.246736125,2451050.3557547005,746953.5865546323,2240769.188734795,2525068.0942854993
2078-05-31,10346108.137321442,2779242.7306307396,6164002.28032229,3225515.6920771995,9284314.711271036,5559669.334776123,2225179.165781442,2629093.1058408185,1859195.6322766633,5487029.994361182,6837271.672528289,2628955.9542849306,864369.6996193334,2373781.084973309,2910485.41505336,11004705.304459697,2994864.736535359,6610916.120125681,3039773.748778361,9778141.65569793,5968886.102156873,2164227.461719425,2798307.9594506575,1977545.5432114075,5778881.718517476,7151636.025242127,2763433.0192604973,910344.988145477,2520751.0662781727,3084202.0472010085
2078-06-30,11255475.985602949,2682299.55084078,5141958.438872054,2439666.9878689074,9834622.007081281,4795570.492352584,1737494.6477725755,2367248.8462655367,2022609.0346128496,5812261.606185037,5744726.929320648,2431197.513898557,915603.3088592672,2268077.83231466,3134705.7555752704,11809292.168733895,2795631.6059084306,5719683.578338938,2477737.2224415694,10298156.34892165,5252862.749257765,1799810.4988276765,2518135.074843416,2122129.802721481,6086210.402212694,6205648.304451549,2568503.497036753,958758.3560846057,2410027.8403971503,3286524.319191248
2078-07-31,10315762.45898748,2502378.2054349566,4253203.268220677,1943314.3365804255,8940807.252764069,4089669.061053962,1408897.82263015,2102122.8570126495,1853742.5138800503,5284017.086383565,4837888.959066251,2154837.4491272927,832389.1552323349,2019598.35381317,2864343.583090893,10680873.272996334,2606577.5907943705,4969397.090294497,2213126.8297226685,9307210.013715776,4640830.429902421,1602926.2315257061,2285382.7638018327,1919352.9271574412,5500561.118106023,5493377.403672179,2324302.3926838893,866501.2522769388,2171599.9129222874,2971662.509949691
2078-08-31,10117445.639352184,2379569.4748902023,4137456.157535119,1541600.4855430159,8678381.400362296,3954656.142663465,1183099.4040547756,1992185.1034357145,1818104.9813915875,5128923.407614116,4527484.846963579,2035446.6420318377,807957.3083737298,1942149.8701346142,2798512.1589212823,10478552.105109958,2513732.9271229976,4927483.694135324,1973539.9563971534,9081789.550144348,4570970.4538144255,1469234.2013389566,2213671.715135529,1882995.8132882598,5367337.624135309,5318596.3496632,2244585.393104834,845514.6071184387,2117241.603004311,2909531.809284365
2078-09-30,8982307.17706368,2250740.3269758523,3513361.8058764534,1342073.99195324,7698099.041474891,3457886.047595746,1031398.7016200669,1814940.7843731265,1614120.599718343,4549576.533511661,3956166.0036337054,1833921.3710902417,716693.0207613123,1734774.5461818387,2483744.962777679,9393971.179528773,2486367.1922701993,4430501.506192119,1887596.2934214924,8171184.649010883,4207989.491973863,1390188.3137486773,2117091.716254218,1688096.6209613206,4829170.127565431,4927871.089835212,2109703.9666826315,760737.290822913,1957392.7435841605,2611877.3413555096
2078-10-31,6967202.633335103,1825233.2568479022,3356208.8921779315,1142733.759058754,5996378.778197552,3162400.1991672744,898251.3310272709,1553391.520647276,1252006.313210318,3543859.8579147523,3580268.581664464,1531515.8869526633,558262.864250192,1443217.387208819,1929543.971274155,7354965.416279717,2236009.146899682,4245497.579250807,1677867.8016437616,6447286.293516214,3968754.0049217073,1256736.8988949817,1942647.0058277783,1321687.285305465,3810346.199468082,4601972.191518284,1861968.6403811583,600242.3539263594,1699087.772762783,2050865.8754303982
2078-11-30,7517043.529279297,2217905.1472013313,4911824.700787566,2079850.291032439,6680066.786977658,4431666.032418193,1512815.0915212934,2063025.33296328,1350812.72221149,3947919.4711037953,5230771.517786061,1990190.8111405713,621914.2178676198,1807449.5561809877,2106844.663144548,7983736.410761951,2574006.079164806,5352984.853228556,2323064.6142355204,7123147.0398212485,4897715.434123918,1684941.2758548497,2334690.1103934185,1434677.433013922,4209779.900534359,5791812.11120231,2218948.7182576926,663164.9894073583,1990157.4331837632,2241018.2446943754
